,GEO_ID,name,rentersless30,renters3050,renters5080,renters80100,renters100up,ownersless30,owners3050,owners5080,owners80100,owners100up,runitsless30,runits3050,runits5080,runits80up,ounitsless50,ounits5080,ounits80100,ounits100up,less30rentgap,3050rentgap,80uprentgap,less50owngap,5080owngap,80100owngap,100upowngap
0,05000US01001,"Autauga County, Alabama",1275,875,789,675,2005,1089,1454,2244,2115,9155,800,1085,2585,1160,6010,3744,2750,3024,475,-1796,1520,-3467,-1500,-635,6131
1,05000US01003,"Baldwin County, Alabama",3830,3339,4575,2735,6199,4009,4955,8559,7925,32499,3560,3895,9420,3790,12260,17099,7935,21045,270,-4845,5144,-3296,-8540,-10,11454
2,05000US01005,"Barbour County, Alabama",1100,694,690,247,720,398,553,1090,1039,3104,890,1080,1340,135,2823,1340,460,1323,210,-650,832,-1872,-250,579,1781
3,05000US01007,"Bibb County, Alabama",529,284,528,88,277,459,624,1184,1024,2290,510,650,484,60,2980,1358,360,569,19,44,305,-1897,-174,664,1721
4,05000US01009,"Blount County, Alabama",1374,979,1125,229,755,1649,1663,3478,3253,7295,1610,2120,570,140,8204,4634,1549,2080,-236,555,844,-4892,-1156,1704,5215
5,05000US01011,"Bullock County, Alabama",519,180,269,45,98,340,200,443,318,1440,330,270,400,105,1755,325,65,429,189,-131,38,-1215,118,253,1011
6,05000US01013,"Butler County, Alabama",572,397,242,300,604,334,769,758,709,2630,645,605,680,174,2424,1115,470,1095,-73,-438,730,-1321,-357,239,1535
7,05000US01015,"Calhoun County, Alabama",3415,2359,3024,1204,3810,2129,2515,4619,4665,18910,2375,4320,6135,970,14245,7345,4000,6525,1040,-3111,4044,-9601,-2726,665,12385
8,05000US01017,"Chambers County, Alabama",844,630,969,342,1809,590,1230,1550,1264,4798,725,965,1980,920,4635,2135,864,1754,119,-1011,1231,-2815,-585,400,3044
9,05000US01019,"Cherokee County, Alabama",625,405,560,199,574,594,800,1469,1380,4740,580,760,725,294,3140,1875,1135,2590,45,-165,479,-1746,-406,245,2150
10,05000US01021,"Chilton County, Alabama",929,805,920,529,955,1140,1280,1879,1589,7378,925,1200,1755,260,6145,2469,1265,3020,4,-835,1224,-3725,-590,324,4358
11,05000US01023,"Choctaw County, Alabama",377,268,171,79,174,447,484,912,857,2089,350,394,309,30,2635,760,250,730,27,-138,223,-1704,152,607,1359
12,05000US01025,"Clarke County, Alabama",1270,323,534,269,885,795,730,900,749,3353,1390,950,765,170,3050,1200,689,1469,-120,-231,984,-1525,-300,60,1884
13,05000US01027,"Clay County, Alabama",269,198,278,130,363,378,395,840,669,2115,510,470,265,20,1970,915,359,904,-241,13,473,-1197,-75,310,1211
14,05000US01029,"Cleburne County, Alabama",410,262,319,118,365,389,484,750,650,2295,480,450,414,125,1655,999,395,1264,-70,-95,358,-782,-249,255,1031
15,05000US01031,"Coffee County, Alabama",1549,1250,1584,739,1665,886,1114,1963,1532,7731,1490,2390,2025,895,4728,3450,2074,2893,59,-441,1509,-2728,-1487,-542,4838
16,05000US01033,"Colbert County, Alabama",1554,1255,1285,539,1330,1334,1709,2020,2055,9255,1405,2060,2195,315,7680,4260,1525,2835,149,-910,1554,-4637,-2240,530,6420
17,05000US01035,"Conecuh County, Alabama",254,388,133,109,174,500,500,683,604,1640,300,405,315,45,2235,865,310,325,-46,-182,238,-1235,-182,294,1315
18,05000US01037,"Coosa County, Alabama",137,199,159,157,190,200,449,618,553,1624,365,225,235,10,1745,850,275,595,-228,-76,337,-1096,-232,278,1029
19,05000US01039,"Covington County, Alabama",855,610,878,321,1159,889,1014,2030,1823,6300,905,1165,1520,225,5219,2440,1245,2929,-50,-642,1255,-3316,-410,578,3371
20,05000US01041,"Crenshaw County, Alabama",363,323,308,120,443,322,507,570,578,2002,530,590,385,54,2289,704,319,535,-167,-77,509,-1460,-134,259,1467
21,05000US01043,"Cullman County, Alabama",1845,1245,1735,823,2185,1657,1919,3473,2863,14135,1660,1860,3405,910,7565,5610,2860,7578,185,-1670,2098,-3989,-2137,3,6557
22,05000US01045,"Dale County, Alabama",1739,1630,1145,672,2410,908,912,1550,1392,6733,1465,2660,2430,1035,5362,2754,1274,2165,274,-1285,2047,-3542,-1204,118,4568
23,05000US01047,"Dallas County, Alabama",2585,1174,1360,485,1149,892,995,1648,1438,5144,1330,2245,2770,390,5495,1699,974,1775,1255,-1410,1244,-3608,-51,464,3369
24,05000US01049,"DeKalb County, Alabama",1670,1494,1434,624,2100,1403,1914,3015,2969,9869,2280,2080,2630,325,7705,4230,2250,4534,-610,-1196,2399,-4388,-1215,719,5335
25,05000US01051,"Elmore County, Alabama",1665,1429,1715,775,2275,1440,1684,2965,2445,13334,1350,2080,3795,640,7109,6040,3170,5674,315,-2080,2410,-3985,-3075,-725,7660
26,05000US01053,"Escambia County, Alabama",1054,754,733,339,848,975,1109,1574,1455,4909,885,1165,1510,180,4325,2550,1083,1660,169,-777,1007,-2241,-976,372,3249
27,05000US01055,"Etowah County, Alabama",2289,2380,2349,924,3010,1849,2860,4128,3723,16488,2370,3165,4730,705,12414,6725,3405,5929,-81,-2381,3229,-7705,-2597,318,10559
28,05000US01057,"Fayette County, Alabama",420,329,344,139,380,447,579,983,904,2799,540,555,480,40,2895,1240,300,1005,-120,-136,479,-1869,-257,604,1794
29,05000US01059,"Franklin County, Alabama",619,903,724,192,1133,463,775,1249,1263,4573,940,1020,1450,180,3830,2155,765,1404,-321,-726,1145,-2592,-906,498,3169
30,05000US01061,"Geneva County, Alabama",597,630,634,276,674,742,1203,1035,980,4212,955,940,795,125,4394,1620,575,1498,-358,-161,825,-2449,-585,405,2714
31,05000US01063,"Greene County, Alabama",439,132,158,33,197,433,324,409,288,820,430,294,195,50,1400,310,175,170,9,-37,180,-643,99,113,650
32,05000US01065,"Hale County, Alabama",670,180,289,105,165,708,544,738,672,1789,770,380,260,10,2505,809,415,550,-100,29,260,-1253,-71,257,1239
33,05000US01067,"Henry County, Alabama",267,237,198,113,365,482,609,793,699,2983,285,464,400,44,2415,1245,574,1463,-18,-202,434,-1324,-452,125,1520
34,05000US01069,"Houston County, Alabama",3054,2519,2775,1455,4189,1546,2233,3560,3398,15777,1920,3280,7020,1775,9542,6317,3852,6538,1134,-4245,3869,-5763,-2757,-454,9239
35,05000US01071,"Jackson County, Alabama",1373,1140,988,577,1294,1228,1460,2308,2008,8828,1585,1345,2065,385,6250,3869,1530,3673,-212,-1077,1486,-3562,-1561,478,5155
36,05000US01073,"Jefferson County, Alabama",28030,17454,19080,8754,23870,14253,15380,25519,20874,94384,16645,24120,43965,12460,67585,41185,18709,40515,11385,-24885,20164,-37952,-15666,2165,53869
37,05000US01075,"Lamar County, Alabama",494,317,267,93,288,227,489,938,899,2365,535,655,250,14,2815,924,260,594,-41,17,367,-2099,14,639,1771
38,05000US01077,"Lauderdale County, Alabama",2803,2374,2895,1010,3120,1739,2470,4160,3708,15348,2865,4350,4640,339,9943,7550,2655,6785,-62,-1745,3791,-5734,-3390,1053,8563
39,05000US01079,"Lawrence County, Alabama",769,509,534,259,554,1085,1099,1739,1500,5555,990,1115,400,99,5350,2360,1115,1640,-221,134,714,-3166,-621,385,3915
40,05000US01081,"Lee County, Alabama",7930,4105,4160,2080,5815,3159,3140,4130,4135,21369,3255,6550,11265,3005,11868,9685,4660,9520,4675,-7105,4890,-5569,-5555,-525,11849
41,05000US01083,"Limestone County, Alabama",2945,1674,1330,650,810,2660,2885,4410,3595,12275,2940,3755,599,105,11850,7515,3045,3200,5,731,1355,-6305,-3105,550,9075
42,05000US01085,"Lowndes County, Alabama",532,258,207,59,88,595,436,630,509,1154,600,470,69,10,2234,338,240,380,-68,138,137,-1203,292,269,774
43,05000US01087,"Macon County, Alabama",935,545,428,278,579,581,479,923,769,2634,650,850,1085,185,3045,1128,264,749,285,-657,672,-1985,-205,505,1885
44,05000US01089,"Madison County, Alabama",13479,8670,10390,3795,9900,7402,7574,12867,11527,59090,7890,21080,15740,1510,36505,30435,13860,17145,5589,-5350,12185,-21529,-17568,-2333,41945
45,05000US01091,"Marengo County, Alabama",825,360,453,93,570,849,535,902,824,2825,780,650,660,190,2795,1135,499,1345,45,-207,473,-1411,-233,325,1480
46,05000US01093,"Marion County, Alabama",694,760,734,293,557,668,970,1824,1848,4854,1015,1195,725,100,4725,2068,760,2035,-321,9,750,-3087,-244,1088,2819
47,05000US01095,"Marshall County, Alabama",2349,2262,2279,940,2324,1457,2335,3858,3258,14480,2100,2900,4445,705,8633,6819,2909,6798,249,-2166,2559,-4841,-2961,349,7682
48,05000US01097,"Mobile County, Alabama",12970,10205,9710,5065,13785,7994,8543,14619,12019,62518,7555,7690,27040,9450,38400,33640,11592,21075,5415,-17330,9400,-21863,-19021,427,41443
49,05000US01099,"Monroe County, Alabama",1675,460,398,138,529,565,679,765,725,2559,1735,910,460,95,2514,1004,424,1079,-60,-62,572,-1270,-239,301,1480
50,05000US01101,"Montgomery County, Alabama",10044,6705,6605,3229,10130,4238,4381,8023,6203,31717,4430,7545,19955,4784,24400,13995,5589,10619,5614,-13350,8575,-15781,-5972,614,21098
51,05000US01103,"Morgan County, Alabama",3350,2460,2855,1185,3194,2415,2555,5110,4310,19820,2600,5190,4615,645,12685,9480,4030,7440,750,-1760,3734,-7715,-4370,280,12380
52,05000US01105,"Perry County, Alabama",403,150,94,0,109,385,364,570,454,705,350,249,124,24,1325,485,90,385,53,-30,85,-576,85,364,320
53,05000US01107,"Pickens County, Alabama",639,413,415,87,472,518,835,699,614,3089,925,540,440,95,2675,1385,664,978,-286,-25,464,-1322,-686,-50,2111
54,05000US01109,"Pike County, Alabama",1804,814,1123,308,972,467,427,1048,1043,4699,805,1240,2160,795,2943,1620,823,2070,999,-1037,485,-2049,-572,220,2629
55,05000US01111,"Randolph County, Alabama",679,392,499,252,603,399,724,860,928,3765,575,820,865,169,3404,1154,385,1624,104,-366,686,-2281,-294,543,2141
56,05000US01113,"Russell County, Alabama",2284,1455,1818,1153,2599,1150,1620,2164,1889,6983,1380,1815,4740,1384,5849,4300,1594,2220,904,-2922,2368,-3079,-2136,295,4763
57,05000US01115,"St. Clair County, Alabama",1485,1260,1294,549,1754,2784,2530,4304,3709,13844,1255,2850,2070,200,10560,8864,3069,3950,230,-776,2103,-5246,-4560,640,9894
58,05000US01117,"Shelby County, Alabama",2355,2325,3360,1600,6015,3260,4115,6704,6429,42198,1765,2740,8150,3015,10555,20490,10199,21049,590,-4790,4600,-3180,-13786,-3770,21149
59,05000US01119,"Sumter County, Alabama",974,248,268,99,185,602,417,589,435,1418,645,480,590,75,2040,510,180,569,329,-322,209,-1021,79,255,849
60,05000US01121,"Talladega County, Alabama",2030,1820,1805,640,2465,1690,2015,3775,3170,12903,1990,2200,3665,945,10620,5365,2319,5394,40,-1860,2160,-6915,-1590,851,7509
61,05000US01123,"Tallapoosa County, Alabama",1314,994,784,594,935,863,1175,1564,1500,7115,1010,1340,1900,355,5145,2435,1100,3450,304,-1116,1174,-3107,-871,400,3665
62,05000US01125,"Tuscaloosa County, Alabama",7095,4670,4730,2540,7545,2769,3184,6280,5505,28234,4060,5795,13080,3650,12120,14095,6970,12070,3035,-8350,6435,-6167,-7815,-1465,16164
63,05000US01127,"Walker County, Alabama",1559,1500,1283,487,1307,1279,2118,2815,2140,10873,1440,1775,2520,380,9525,3953,1795,4143,119,-1237,1414,-6128,-1138,345,6730
64,05000US01129,"Washington County, Alabama",246,262,80,134,324,420,645,619,590,2750,399,330,269,64,2530,1030,500,885,-153,-189,394,-1465,-411,90,1865
65,05000US01131,"Wilcox County, Alabama",561,192,265,72,353,377,291,358,314,1163,915,315,180,43,1394,410,144,480,-354,85,382,-726,-52,170,683
66,05000US01133,"Winston County, Alabama",491,409,634,132,493,514,877,1419,1453,3650,965,555,550,75,3855,1305,520,1770,-474,84,550,-2464,114,933,1880
67,05000US02013,"Aleutians East Borough, Alaska",61,35,34,48,150,41,73,69,68,254,145,75,89,12,284,132,14,67,-84,-55,186,-170,-63,54,187
68,05000US02016,"Aleutians West Census Area, Alaska",63,67,154,102,495,40,44,30,42,241,485,119,119,139,166,44,51,137,-422,35,458,-82,-14,-9,104
69,05000US02020,"Anchorage Municipality, Alaska",7190,6305,9175,6000,13600,2824,3893,6924,6974,44005,3855,8630,19615,10190,8125,13820,15450,27230,3335,-10440,9410,-1408,-6896,-8476,16775
70,05000US02050,"Bethel Census Area, Alaska",405,250,218,177,599,605,555,564,464,909,650,235,345,445,1418,559,405,504,-245,-127,331,-258,5,59,405
71,05000US02060,"Bristol Bay Borough, Alaska",26,12,40,30,73,26,34,34,34,127,53,53,44,8,89,69,23,29,-27,-4,95,-29,-35,11,98
72,05000US02068,"Denali Borough, Alaska",28,12,25,14,72,60,49,65,55,307,65,45,38,0,239,93,89,158,-37,-13,86,-130,-28,-34,149
73,05000US02070,"Dillingham Census Area, Alaska",126,92,101,42,180,118,102,163,151,395,234,84,130,100,312,193,149,233,-108,-29,122,-92,-30,2,162
74,05000US02090,"Fairbanks North Star Borough, Alaska",1850,2530,3225,2040,5310,1030,908,3104,2465,14389,1240,2180,6645,4870,3350,8069,5190,5219,610,-3420,2480,-1412,-4965,-2725,9170
75,05000US02100,"Haines Borough, Alaska",62,50,81,4,139,26,134,142,77,455,68,89,165,4,113,214,123,352,-6,-84,139,47,-72,-46,103
76,05000US02105,"Hoonah-Angoon Census Area, Alaska",42,60,42,30,73,53,76,130,101,300,83,53,74,4,159,150,93,230,-41,-32,99,-30,-20,8,70
77,05000US02110,"Juneau City and Borough, Alaska",869,605,625,582,1569,187,357,637,973,5896,900,930,1610,800,1069,618,1849,4655,-31,-985,1351,-525,19,-876,1241
78,05000US02122,"Kenai Peninsula Borough, Alaska",1315,1000,1239,678,2049,1444,1767,2165,1929,8552,1270,1585,2715,695,2888,4914,3017,5175,45,-1476,2032,323,-2749,-1088,3377
79,05000US02130,"Ketchikan Gateway Borough, Alaska",403,338,513,212,533,188,230,452,436,1964,260,314,1070,365,528,739,783,1268,143,-557,380,-110,-287,-347,696
80,05000US02150,"Kodiak Island Borough, Alaska",370,319,304,169,702,144,155,438,298,1710,450,245,785,379,515,605,544,1060,-80,-481,492,-216,-167,-246,650
81,05000US02158,"Kusilvak Census Area, Alaska",167,110,87,18,79,352,364,288,239,193,294,119,42,4,870,190,110,124,-127,45,93,-154,98,129,69
82,05000US02164,"Lake and Peninsula Borough, Alaska",36,22,31,16,41,46,84,64,64,80,58,54,19,8,163,65,23,44,-22,12,49,-33,-1,41,36
83,05000US02170,"Matanuska-Susitna Borough, Alaska",1800,1309,1603,751,1742,2117,1966,3366,3290,13188,1195,2010,3250,749,4293,9450,4797,5404,605,-1647,1744,-210,-6084,-1507,7784
84,05000US02180,"Nome Census Area, Alaska",233,226,238,131,333,347,335,329,319,580,304,209,265,365,898,429,193,245,-71,-27,99,-216,-100,126,335
85,05000US02185,"North Slope Borough, Alaska",169,72,171,82,503,67,165,213,173,557,279,199,354,160,488,375,100,110,-110,-183,425,-256,-162,73,447
86,05000US02188,"Northwest Arctic Borough, Alaska",145,96,141,55,347,181,197,206,161,398,190,175,164,269,533,249,99,184,-45,-23,133,-155,-43,62,214
87,05000US02195,"Petersburg Borough, Alaska",109,48,86,47,122,71,61,200,150,455,109,110,160,18,282,231,149,217,0,-74,151,-150,-31,1,238
88,05000US02198,"Prince of Wales-Hyder Census Area, Alaska",138,130,138,62,191,235,236,294,259,742,225,190,185,29,744,373,253,386,-87,-47,224,-273,-79,6,356
89,05000US02220,"Sitka City and Borough, Alaska",256,239,300,223,512,114,62,226,216,1320,325,215,760,239,249,282,234,1300,-69,-460,496,-73,-56,-18,20
90,05000US02230,"Skagway Municipality, Alaska",24,34,60,55,97,28,12,28,46,157,38,28,124,18,28,37,39,136,-14,-64,134,12,-9,7,21
91,05000US02240,"Southeast Fairbanks Census Area, Alaska",102,112,126,45,225,201,122,227,261,778,174,90,245,88,474,463,269,398,-72,-119,182,-151,-236,-8,380
92,05000US02261,"Valdez-Cordova Census Area, Alaska",129,146,91,22,367,218,171,161,118,1392,224,245,230,59,611,532,428,605,-95,-139,330,-222,-371,-310,787
93,05000US02275,"Wrangell City and Borough, Alaska",92,117,56,42,77,45,111,91,121,387,115,130,104,4,172,284,75,205,-23,-48,115,-16,-193,46,182
94,05000US02282,"Yakutat City and Borough, Alaska",20,26,24,12,45,16,16,36,32,80,32,19,44,8,44,50,20,43,-12,-20,49,-12,-14,12,37
95,05000US02290,"Yukon-Koyukuk Census Area, Alaska",238,93,101,46,119,304,273,261,233,418,339,144,89,8,972,263,89,98,-101,12,157,-395,-2,144,320
96,05000US04001,"Apache County, Arizona",857,594,628,457,1829,3441,2044,2054,1807,6530,1260,1400,1120,580,8045,3245,1165,3060,-403,-492,1706,-2560,-1191,642,3470
97,05000US04003,"Cochise County, Arizona",2730,2845,2409,1405,5875,2594,2604,4940,4135,21024,2095,2090,6985,4110,9768,8604,4600,12310,635,-4576,3170,-4570,-3664,-465,8714
98,05000US04005,"Coconino County, Arizona",4600,3085,3795,2014,5860,3183,2015,4195,3349,16599,2665,2695,6920,7080,7653,3740,3155,14340,1935,-3125,794,-2455,455,194,2259
99,05000US04007,"Gila County, Arizona",1095,995,1149,424,2195,1310,1319,2395,2335,9088,1140,810,2000,1910,4573,2325,1589,7874,-45,-851,709,-1944,70,746,1214
100,05000US04009,"Graham County, Arizona",897,640,669,184,1125,774,604,1079,1113,4295,880,480,1550,595,3139,2279,894,1379,17,-881,714,-1761,-1200,219,2916
101,05000US04011,"Greenlee County, Arizona",93,109,218,234,1119,96,165,309,283,779,970,544,214,49,1010,320,100,185,-877,4,1304,-749,-11,183,594
102,05000US04012,"La Paz County, Arizona",402,324,703,288,537,365,722,1138,1233,3735,449,580,695,550,3410,1130,800,1879,-47,8,275,-2323,8,433,1856
103,05000US04013,"Maricopa County, Arizona",110810,87635,118890,67000,196675,59439,66829,123405,105755,575135,35645,80490,307110,157770,167080,219730,143440,398640,75165,-188220,105905,-40812,-96325,-37685,176495
104,05000US04015,"Mohave County, Arizona",3800,4020,5588,3135,10039,3909,4804,10059,8075,33038,2710,3155,13660,7045,17449,11785,7545,22354,1090,-8072,6129,-8736,-1726,530,10684
105,05000US04017,"Navajo County, Arizona",2519,1810,1854,934,3535,3184,2347,3015,2800,13310,2785,1990,3635,2245,8934,4730,2730,8070,-266,-1781,2224,-3403,-1715,70,5240
106,05000US04019,"Pima County, Arizona",33860,26699,29970,16100,45070,16709,20525,35899,31727,148934,13205,24110,79510,34870,66715,65260,37450,82869,20655,-49540,26300,-29481,-29361,-5723,66065
107,05000US04021,"Pinal County, Arizona",8475,6379,7980,3700,10055,8839,9211,17152,13883,51245,6825,7950,18785,3025,34675,34054,11695,19210,1650,-10805,10730,-16625,-16902,2188,32035
108,05000US04023,"Santa Cruz County, Arizona",1200,864,1325,430,1279,700,919,1693,1104,6285,780,1020,2480,825,1973,3135,1315,4470,420,-1155,884,-354,-1442,-211,1815
109,05000US04025,"Yavapai County, Arizona",4530,4570,5940,3255,9360,5164,6439,9995,9205,38004,3490,3830,12665,7680,12365,11630,9994,34495,1040,-6725,4935,-762,-1635,-789,3509
110,05000US04027,"Yuma County, Arizona",3880,3845,4400,2140,9010,3109,3879,7855,6493,29059,3170,2065,8255,9805,14403,14970,6934,13289,710,-3855,1345,-7415,-7115,-441,15770
111,05000US05001,"Arkansas County, Arkansas",630,484,640,353,744,283,443,778,773,2883,975,525,1190,180,2670,1115,354,774,-345,-550,917,-1944,-337,419,2109
112,05000US05003,"Ashley County, Arkansas",545,565,396,296,335,434,548,1159,1058,3360,445,695,930,59,3830,1200,495,670,100,-534,572,-2848,-41,563,2690
113,05000US05005,"Baxter County, Arkansas",527,892,1004,585,1524,680,1189,2530,1975,7813,795,740,2530,465,3375,4609,1815,4400,-268,-1526,1644,-1506,-2079,160,3413
114,05000US05007,"Benton County, Arkansas",4495,5205,6210,3480,11254,2899,4524,8739,7584,37983,3075,9270,15450,2839,16470,20875,8079,16050,1420,-9240,11895,-9047,-12136,-495,21933
115,05000US05009,"Boone County, Arkansas",829,565,1145,454,1190,589,874,1663,1459,6293,670,945,2075,475,3399,3723,1284,2719,159,-930,1169,-1936,-2060,175,3574
116,05000US05011,"Bradley County, Arkansas",449,374,257,118,527,189,309,515,356,1610,445,500,655,140,1645,475,340,444,4,-398,505,-1147,40,16,1166
117,05000US05013,"Calhoun County, Arkansas",111,127,47,18,58,89,228,304,304,885,68,149,130,4,1094,370,105,165,43,-83,72,-777,-66,199,720
118,05000US05015,"Carroll County, Arkansas",243,564,560,270,794,442,940,1454,1234,4644,355,755,1075,250,2775,1845,985,2984,-112,-515,814,-1393,-391,249,1660
119,05000US05017,"Chicot County, Arkansas",514,329,199,23,379,455,294,439,368,1428,485,350,520,95,2035,385,139,394,29,-321,307,-1286,54,229,1034
120,05000US05019,"Clark County, Arkansas",950,653,834,204,708,329,404,949,769,3288,940,1025,1300,89,2915,1285,554,899,10,-466,823,-2182,-336,215,2389
121,05000US05021,"Clay County, Arkansas",484,453,368,227,390,362,662,713,702,2278,460,635,720,95,2804,925,284,590,24,-352,522,-1780,-212,418,1688
122,05000US05023,"Cleburne County, Arkansas",469,615,665,180,732,558,880,1215,1020,4454,615,795,1125,120,2929,2214,775,2344,-146,-460,792,-1491,-999,245,2110
123,05000US05025,"Cleveland County, Arkansas",167,86,198,110,295,163,178,337,341,1473,295,189,365,0,1210,480,250,525,-128,-167,405,-869,-143,91,948
124,05000US05027,"Columbia County, Arkansas",1115,373,699,190,800,554,925,805,900,3240,920,920,1110,250,3654,820,740,1120,195,-411,740,-2175,-15,160,2120
125,05000US05029,"Conway County, Arkansas",553,660,389,184,595,385,545,984,730,3351,815,600,850,125,2580,1585,573,1204,-262,-461,654,-1650,-601,157,2147
126,05000US05031,"Craighead County, Arkansas",3170,2995,3519,1817,5105,980,1700,2555,2634,15630,1935,2980,9065,2625,6755,6975,4020,6009,1235,-5546,4297,-4075,-4420,-1386,9621
127,05000US05033,"Crawford County, Arkansas",1204,810,1435,618,1730,1044,1598,2914,2909,10494,800,1445,3110,450,6748,5255,2483,3730,404,-1675,1898,-4106,-2341,426,6764
128,05000US05035,"Crittenden County, Arkansas",2364,1934,1604,795,1384,773,1259,1748,1584,5834,1575,2875,3375,250,5805,2849,954,1230,789,-1771,1929,-3773,-1101,630,4604
129,05000US05037,"Cross County, Arkansas",515,413,530,188,549,179,394,890,750,2689,610,425,1005,150,2575,970,250,844,-95,-475,587,-2002,-80,500,1845
130,05000US05039,"Dallas County, Arkansas",130,144,333,165,199,184,273,357,342,1085,135,320,515,14,1400,489,90,180,-5,-182,350,-943,-132,252,905
131,05000US05041,"Desha County, Arkansas",638,583,464,105,393,320,397,530,515,1580,780,655,720,39,2230,565,119,195,-142,-256,459,-1513,-35,396,1385
132,05000US05043,"Drew County, Arkansas",805,440,429,205,530,399,405,689,525,2870,510,670,1120,105,2195,1045,555,990,295,-691,630,-1391,-356,-30,1880
133,05000US05045,"Faulkner County, Arkansas",4043,3285,3805,1739,3638,1985,2273,3675,3280,16689,1610,5705,8340,848,8289,11420,3265,4845,2433,-4535,4529,-4031,-7745,15,11844
134,05000US05047,"Franklin County, Arkansas",564,366,291,192,397,438,433,713,512,2962,390,405,945,69,2280,1438,540,873,174,-654,520,-1409,-725,-28,2089
135,05000US05049,"Fulton County, Arkansas",348,363,207,72,138,155,535,693,748,2195,330,450,325,19,1700,820,345,1120,18,-118,191,-1010,-127,403,1075
136,05000US05051,"Garland County, Arkansas",2840,2795,2524,1007,4055,1748,2229,3621,3280,16749,1865,1695,7045,2615,8143,6970,3649,9180,975,-4521,2447,-4166,-3349,-369,7569
137,05000US05053,"Grant County, Arkansas",290,293,299,90,419,528,784,590,669,3079,270,500,615,4,2498,1770,480,754,20,-316,505,-1186,-1180,189,2325
138,05000US05055,"Greene County, Arkansas",973,1059,985,510,1954,675,979,1820,1689,6679,725,1245,3120,399,5134,3169,1559,1760,248,-2135,2065,-3480,-1349,130,4919
139,05000US05057,"Hempstead County, Arkansas",465,575,640,178,610,484,587,767,718,3282,490,655,1185,135,3150,1200,443,729,-25,-545,653,-2079,-433,275,2553
140,05000US05059,"Hot Spring County, Arkansas",824,518,535,409,795,460,1064,1609,1407,5134,570,730,1710,80,4529,2390,884,1490,254,-1175,1124,-3005,-781,523,3644
141,05000US05061,"Howard County, Arkansas",343,415,428,155,373,218,364,579,514,1910,480,475,655,85,1505,815,340,790,-137,-227,443,-923,-236,174,1120
142,05000US05063,"Independence County, Arkansas",658,1018,1073,459,988,504,864,1594,1384,6210,670,1250,1925,335,4200,2435,1485,2255,-12,-852,1112,-2832,-841,-101,3955
143,05000US05065,"Izard County, Arkansas",272,208,214,119,284,283,372,819,661,2258,355,350,389,15,2299,900,309,720,-83,-175,388,-1644,-81,352,1538
144,05000US05067,"Jackson County, Arkansas",544,339,347,127,484,304,592,837,725,2195,320,590,785,115,3125,765,180,465,224,-438,496,-2229,72,545,1730
145,05000US05069,"Jefferson County, Arkansas",2119,2000,1884,909,3084,1315,1605,2790,2260,10140,1400,1590,5510,1495,9365,4360,1475,2620,719,-3626,2498,-6445,-1570,785,7520
146,05000US05071,"Johnson County, Arkansas",630,655,609,378,614,435,975,1330,1298,3599,620,735,1240,290,2920,2280,749,1195,10,-631,702,-1510,-950,549,2404
147,05000US05073,"Lafayette County, Arkansas",303,102,95,98,172,232,226,391,317,1060,395,255,115,20,1280,370,135,285,-92,-20,250,-822,21,182,775
148,05000US05075,"Lawrence County, Arkansas",519,403,470,151,629,247,573,650,523,2600,525,980,640,18,2554,1010,370,525,-6,-170,762,-1734,-360,153,2075
149,05000US05077,"Lee County, Arkansas",599,348,215,109,294,147,313,344,308,979,715,315,540,4,1284,285,115,285,-116,-325,399,-824,59,193,694
150,05000US05079,"Lincoln County, Arkansas",228,246,207,73,223,233,229,560,488,1625,340,255,320,55,1990,415,234,350,-112,-113,241,-1528,145,254,1275
151,05000US05081,"Little River County, Arkansas",264,470,413,84,385,218,408,599,684,2159,425,585,525,80,2265,739,300,380,-161,-112,389,-1639,-140,384,1779
152,05000US05083,"Logan County, Arkansas",520,399,441,229,610,366,580,1229,1024,3188,420,920,805,54,2905,1660,755,849,100,-364,785,-1959,-431,269,2339
153,05000US05085,"Lonoke County, Arkansas",1540,1720,1980,858,2190,1188,1275,2660,2260,11130,1650,3135,2925,570,7290,7015,2230,2000,-110,-945,2478,-4827,-4355,30,9130
154,05000US05087,"Madison County, Arkansas",394,415,328,124,214,564,674,700,795,2239,635,590,200,35,2412,1265,365,725,-241,128,303,-1174,-565,430,1514
155,05000US05089,"Marion County, Arkansas",342,368,332,148,246,469,449,909,840,2693,280,445,670,40,1745,1209,770,1699,62,-338,354,-827,-300,70,994
156,05000US05091,"Miller County, Arkansas",1665,1070,1460,710,1324,864,970,1429,1598,6483,930,1400,3640,245,5069,2809,1395,1740,735,-2180,1789,-3235,-1380,203,4743
157,05000US05093,"Mississippi County, Arkansas",1648,1593,1429,704,2122,529,1019,1560,1305,5554,1390,1835,3920,373,5535,2270,909,1260,258,-2491,2453,-3987,-710,396,4294
158,05000US05095,"Monroe County, Arkansas",423,244,223,133,257,146,297,309,259,1124,425,470,374,8,1485,334,95,185,-2,-151,382,-1042,-25,164,939
159,05000US05097,"Montgomery County, Arkansas",136,173,165,68,181,216,389,644,578,1530,279,245,174,12,1409,495,435,855,-143,-9,237,-804,149,143,675
160,05000US05099,"Nevada County, Arkansas",152,309,221,14,173,206,248,390,298,1540,330,170,320,64,1890,379,185,180,-178,-99,123,-1436,11,113,1360
161,05000US05101,"Newton County, Arkansas",94,118,113,22,119,244,375,469,499,1285,215,155,94,0,1239,745,130,675,-121,19,141,-620,-276,369,610
