,NAME,GEO_ID,2000,2010,2015
21920,"Concepcion CDP, Texas",1600000US4816300,62,64,39
21921,"Skidmore CDP, Texas",1600000US4868132,925,889,934
21922,"Aledo city, Texas",1600000US4801744,2716,2543,2999
21923,"Cool city, Texas",1600000US4816540,157,144,241
21924,"Weatherford city, Texas",1600000US4876864,25250,24227,27234
21925,"La Grange city, Texas",1600000US4840276,4641,4628,4666
21926,"West city, Texas",1600000US4877332,2807,2788,2802
21927,"Todd Mission city, Texas",1600000US4873224,107,186,49
21928,"Boerne city, Texas",1600000US4809160,10471,9664,12272
21929,"Bynum town, Texas",1600000US4811656,199,268,191
21930,"Franklin city, Texas",1600000US4827288,1564,1923,1882
21931,"Windom town, Texas",1600000US4879684,199,250,177
21932,"Coffee City town, Texas",1600000US4815820,278,297,281
21933,"Trinidad city, Texas",1600000US4873652,886,619,838
21934,"New Berlin city, Texas",1600000US4850796,511,501,538
21935,"Indian Hills CDP, Texas",1600000US4835915,2591,3069,2876
21936,"La Homa CDP, Texas",1600000US4840342,11985,14376,13406
21937,"Mila Doce CDP, Texas",1600000US4848320,6222,5081,6225
21938,"Olivarez CDP, Texas",1600000US4853934,3827,3784,3800
21939,"Pilot Point city, Texas",1600000US4857476,3856,3848,4011
21940,"Corpus Christi city, Texas",1600000US4817000,305215,299324,316513
21941,"North San Pedro CDP, Texas",1600000US4852404,895,787,589
21942,"Cisco city, Texas",1600000US4815004,3899,3895,3833
21943,"Carbon town, Texas",1600000US4812736,272,359,396
21944,"Nesbitt town, Texas",1600000US4850724,281,229,174
21945,"Gruver city, Texas",1600000US4831412,1194,1174,1112
21946,"Santa Maria CDP, Texas",1600000US4865744,733,853,822
21947,"Falcon Lake Estates CDP, Texas",1600000US4825348,1036,1526,1620
21948,"Cranfills Gap city, Texas",1600000US4817540,281,284,265
21949,"Morgan city, Texas",1600000US4849356,490,516,615
21950,"Italy town, Texas",1600000US4837072,1863,1948,1864
21951,"Rose City city, Texas",1600000US4863200,502,629,386
21952,"Graford city, Texas",1600000US4830380,584,856,711
21953,"Presidio city, Texas",1600000US4859396,4426,4363,4139
21954,"Redford CDP, Texas",1600000US4861076,90,64,89
21955,"Austwell city, Texas",1600000US4805036,147,141,124
21956,"Prairie View city, Texas",1600000US4859336,5576,5254,6064
21957,"Electra city, Texas",1600000US4822984,2791,2849,2737
21958,"Iowa Park city, Texas",1600000US4836104,6355,6345,6386
21959,"Scotland city, Texas",1600000US4866284,501,564,555
21960,"Windthorst town, Texas",1600000US4879696,409,522,318
21961,"Hereford city, Texas",1600000US4833320,15370,15096,15257
21962,"Damon CDP, Texas",1600000US4819108,552,319,549
21963,"Brookshire city, Texas",1600000US4810636,4702,4486,4879
21964,"Pleasant Valley town, Texas",1600000US4858400,336,298,369
21965,"Cleburne city, Texas",1600000US4815364,29337,29017,29780
21966,"Grandview city, Texas",1600000US4830512,1561,1623,1444
21967,"Fritch city, Texas",1600000US4827696,2117,2230,2982
21968,"Deport city, Texas",1600000US4820020,578,682,495
21969,"Wharton city, Texas",1600000US4878136,8832,8852,8733
21970,"Bangs city, Texas",1600000US4805552,1603,1914,1674
21971,"Anderson city, Texas",1600000US4803192,222,363,248
21972,"Groves city, Texas",1600000US4831328,16144,15988,15845
21973,"Nederland city, Texas",1600000US4850580,17547,17385,17063
21974,"Seven Oaks city, Texas",1600000US4866884,111,164,175
21975,"Benavides city, Texas",1600000US4807528,1362,1900,1705
21976,"Marathon CDP, Texas",1600000US4846572,430,456,546
21977,"Tierra Dorada CDP, Texas",1600000US4872950,28,65,8
21978,"Bull Run CDP, Virginia",1600000US5111230,14983,12889,14781
21979,"Greenville CDP, Virginia",1600000US5132944,832,737,1287
21980,"Chamberlayne CDP, Virginia",1600000US5114544,5456,5741,6190
21981,"Tuckahoe CDP, Virginia",1600000US5179560,44990,45174,47316
21982,"Dahlgren CDP, Virginia",1600000US5121008,2653,2345,3049
21983,"Nassawadox town, Virginia",1600000US5154984,499,751,631
21984,"Cleveland town, Virginia",1600000US5117296,202,115,198
21985,"Honaker town, Virginia",1600000US5138280,1449,1996,1576
21986,"Martinsville city, Virginia",1600000US5149784,13821,14029,13624
21987,"Strasburg town, Virginia",1600000US5176000,6398,6081,6506
21988,"Fairlawn CDP, Virginia",1600000US5126736,2367,2204,2402
21989,"Gordonsville town, Virginia",1600000US5131936,1496,2000,1564
21990,"Wakefield town, Virginia",1600000US5182384,927,872,850
21991,"Damascus town, Virginia",1600000US5121184,814,937,759
21992,"Glade Spring town, Virginia",1600000US5131056,1456,1764,1575
21993,"Gretna town, Virginia",1600000US5133232,1267,1440,1283
21994,"Pocahontas town, Virginia",1600000US5163288,389,395,365
21995,"Madison Heights CDP, Virginia",1600000US5148520,11285,11036,10355
21996,"Jolivue CDP, Virginia",1600000US5141144,1129,1168,1255
21997,"Reston CDP, Virginia",1600000US5166672,58404,53257,60112
21998,"West Point town, Virginia",1600000US5184960,3306,3236,3336
21999,"Richlands town, Virginia",1600000US5166928,5823,5927,5630
22000,"Tazewell town, Virginia",1600000US5177792,4627,4661,4522
22001,"Berryville town, Virginia",1600000US5106968,4185,4032,4267
22002,"Bloxom town, Virginia",1600000US5108120,387,607,414
22003,"Chincoteague town, Virginia",1600000US5116512,2941,3183,2930
22004,"Painter town, Virginia",1600000US5160296,229,372,251
22005,"Petersburg city, Virginia",1600000US5161832,32420,32303,32123
22006,"Linton Hall CDP, Virginia",1600000US5145957,35725,33458,40567
22007,"Loch Lomond CDP, Virginia",1600000US5146328,3701,3536,4149
22008,"Mount Jackson town, Virginia",1600000US5153992,1994,1912,2253
22009,"Richmond city, Virginia",1600000US5167000,204214,201828,213735
22010,"Washington town, Virginia",1600000US5183248,135,127,136
22011,"Hurt town, Virginia",1600000US5139224,1304,1418,1412
22012,"Bluefield town, Virginia",1600000US5108152,5444,5425,5350
22013,"Hallwood town, Virginia",1600000US5134176,206,500,320
22014,"Victoria town, Virginia",1600000US5181024,1725,1403,1809
22015,"Blue Ridge Shores CDP, Virginia",1600000US5108264,813,870,791
22016,"Bobtown CDP, Virginia",1600000US5108320,211,522,444
22017,"Boston CDP, Virginia",1600000US5108675,504,684,336
22018,"Benns Church CDP, Virginia",1600000US5106712,872,1159,585
22019,"Bracey CDP, Virginia",1600000US5109064,1554,1237,1357
22020,"Boswell's Corner CDP, Virginia",1600000US5108708,1375,1490,1399
22021,"Brambleton CDP, Virginia",1600000US5109188,9845,8595,15537
22022,"Brandermill CDP, Virginia",1600000US5109248,13173,12569,13721
22023,"Brightwood CDP, Virginia",1600000US5109752,1001,875,1703
22024,"Broadlands CDP, Virginia",1600000US5109952,12313,10702,13436
22025,"Buckhall CDP, Virginia",1600000US5110776,16293,15351,17066
22026,"Buckingham Courthouse CDP, Virginia",1600000US5110856,133,0,209
22027,"Bull Run Mountain Estates CDP, Virginia",1600000US5111245,1251,931,1380
22028,"Burke Centre CDP, Virginia",1600000US5111470,17326,16975,17982
22029,"Callaghan CDP, Virginia",1600000US5112136,348,336,183
22030,"Calverton CDP, Virginia",1600000US5112264,239,121,196
22031,"Camptown CDP, Virginia",1600000US5112590,766,603,609
22032,"Captains Cove CDP, Virginia",1600000US5112915,1042,449,1082
22033,"Carrollton CDP, Virginia",1600000US5113160,4574,4137,5383
22034,"Albrightsville CDP, Pennsylvania",1600000US4200652,202,195,159
22035,"Alfarata CDP, Pennsylvania",1600000US4200764,149,273,159
22036,"Allensville CDP, Pennsylvania",1600000US4201004,503,427,448
22037,"Allenport CDP, Pennsylvania",1600000US4200980,648,483,728
22038,"Allenwood CDP, Pennsylvania",1600000US4202016,321,523,466
22039,"Allport CDP, Pennsylvania",1600000US4202072,264,244,282
22040,"Allison CDP, Pennsylvania",1600000US4202040,625,513,662
22041,"Allison Park CDP, Pennsylvania",1600000US4202056,21552,22293,21864
22042,"Alsace Manor CDP, Pennsylvania",1600000US4202128,478,506,402
22043,"Arnold City CDP, Pennsylvania",1600000US4203096,498,839,540
22044,"Arnot CDP, Pennsylvania",1600000US4203104,332,325,469
22045,"Vance town, South Carolina",1600000US4573510,170,222,82
22046,"West Union town, South Carolina",1600000US4576435,291,286,316
22047,"Dentsville CDP, South Carolina",1600000US4519285,14062,13475,14151
22048,"Lake Murray of Richland CDP, South Carolina",1600000US4539475,5484,4853,5915
22049,"Peak town, South Carolina",1600000US4555150,64,42,51
22050,"Dalzell CDP, South Carolina",1600000US4518430,3059,3226,4462
22051,"Privateer CDP, South Carolina",1600000US4558570,2349,2052,2805
22052,"Sumter city, South Carolina",1600000US4570405,40524,40340,40851
22053,"Latta town, South Carolina",1600000US4540480,1379,1649,1242
22054,"City View CDP, South Carolina",1600000US4514455,1345,1426,1672
22055,"Sans Souci CDP, South Carolina",1600000US4563700,7869,8230,8288
22056,"Easley city, South Carolina",1600000US4521985,19993,19720,20374
22057,"Six Mile town, South Carolina",1600000US4566760,675,760,918
22058,"Heath Springs town, South Carolina",1600000US4532965,790,737,713
22059,"Gayle Mill CDP, South Carolina",1600000US4528825,913,752,893
22060,"Greenwood city, South Carolina",1600000US4530895,23222,22936,23254
22061,"Ninety Six town, South Carolina",1600000US4550290,1998,1831,2011
22062,"Riverview CDP, South Carolina",1600000US4561112,681,386,404
22063,"Union city, South Carolina",1600000US4573105,8393,8485,8144
22064,"Andrews town, South Carolina",1600000US4501450,2861,2958,2842
22065,"Barnwell city, South Carolina",1600000US4504060,4750,4791,4664
22066,"Arcadia CDP, South Carolina",1600000US4502080,2634,1512,3159
22067,"Folly Beach city, South Carolina",1600000US4526035,2617,2523,2715
22068,"Chester city, South Carolina",1600000US4514095,5607,5752,5527
22069,"Newport CDP, South Carolina",1600000US4549885,4136,3918,3795
22070,"Tega Cay city, South Carolina",1600000US4571417,7620,7014,8609
22071,"Hanahan city, South Carolina",1600000US4532065,17997,16944,19707
22072,"Fort Lawn town, South Carolina",1600000US4526845,895,906,940
22073,"McBee town, South Carolina",1600000US4543495,867,1077,775
22074,"Hartsville city, South Carolina",1600000US4532560,7764,7806,7851
22075,"Isle of Palms city, South Carolina",1600000US4536115,4133,4202,4274
22076,"Ladson CDP, South Carolina",1600000US4539220,13790,14166,14770
22077,"Snelling town, South Carolina",1600000US4567255,274,290,281
22078,"Williston town, South Carolina",1600000US4577965,3139,3165,3069
22079,"St. George town, South Carolina",1600000US4562530,2084,1994,2192
22080,"Modoc CDP, South Carolina",1600000US4547050,218,336,241
22081,"Moncks Corner town, South Carolina",1600000US4547275,7885,7508,9108
22082,"Society Hill town, South Carolina",1600000US4567435,563,722,560
22083,"Rockville town, South Carolina",1600000US4561495,134,159,156
22084,"Summerville town, South Carolina",1600000US4570270,43392,40409,46200
22085,"Iva town, South Carolina",1600000US4536160,1218,1129,1085
22086,"Pelzer town, South Carolina",1600000US4555465,89,87,82
22087,"Denmark city, South Carolina",1600000US4519105,3538,3589,3425
22088,"Cameron town, South Carolina",1600000US4510900,424,456,472
22089,"Bluff City city, Tennessee",1600000US4706960,1733,1453,1863
22090,"Normandy town, Tennessee",1600000US4753580,141,155,79
22091,"Jellico city, Tennessee",1600000US4738020,2355,2545,2391
22092,"Elizabethton city, Tennessee",1600000US4723500,14176,14306,14058
22093,"Roan Mountain CDP, Tennessee",1600000US4763840,1360,1237,1591
22094,"Fairfield Glade CDP, Tennessee",1600000US4724980,6989,6261,8216
22095,"Surgoinsville town, Tennessee",1600000US4772380,1801,2144,1986
22096,"Auburntown town, Tennessee",1600000US4702400,269,310,311
22097,"Kingston Springs town, Tennessee",1600000US4739660,2756,2787,2767
22098,"New Tazewell town, Tennessee",1600000US4753140,3037,3006,2984
22099,"McEwen city, Tennessee",1600000US4744840,1750,1649,1812
22100,"Union City city, Tennessee",1600000US4775940,10895,10896,10722
22101,"Woodland Mills city, Tennessee",1600000US4781700,378,327,443
22102,"Clifton city, Tennessee",1600000US4715480,2694,2730,2666
22103,"Fayetteville city, Tennessee",1600000US4725920,6827,6842,7060
22104,"Lafayette city, Tennessee",1600000US4740160,4474,4383,4819
22105,"Chattanooga city, Tennessee",1600000US4714000,167674,164481,174483
22106,"Arlington town, Tennessee",1600000US4701740,11517,9925,11635
22107,"Lebanon city, Tennessee",1600000US4741520,26190,25188,28638
22108,"East Cleveland CDP, Tennessee",1600000US4722500,1608,1970,1612
22109,"Millington city, Tennessee",1600000US4749060,10176,10351,11113
22110,"Brentwood city, Tennessee",1600000US4708280,37060,35331,39974
22111,"Braden town, Tennessee",1600000US4707840,282,319,259
22112,"Trezevant town, Tennessee",1600000US4775100,859,751,923
22113,"Alamo town, Tennessee",1600000US4700440,2461,2391,2281
22114,"Winchester city, Tennessee",1600000US4781080,8530,8430,8502
22115,"Rutherford town, Tennessee",1600000US4765760,1151,1159,1199
22116,"Grand Junction city, Tennessee",1600000US4730280,325,470,446
22117,"Middleton city, Tennessee",1600000US4748340,706,856,647
22118,"New Market town, Tennessee",1600000US4752940,1334,1206,1418
22119,"Loretto city, Tennessee",1600000US4743700,1714,1932,2092
22120,"Hendersonville city, Tennessee",1600000US4733280,51372,49725,54168
22121,"Halls town, Tennessee",1600000US4731820,2255,2326,2547
22122,"Cleveland city, Tennessee",1600000US4715400,41285,40507,42895
22123,"Camden city, Tennessee",1600000US4710560,3582,3608,3578
22124,"Red Bank city, Tennessee",1600000US4761960,11651,11661,11793
22125,"Wellsville borough, Pennsylvania",1600000US4282200,242,207,282
22126,"Whitwell city, Tennessee",1600000US4780620,1699,1561,1978
22127,"Windsor borough, Pennsylvania",1600000US4285728,1319,1666,1401
22128,"Catawissa borough, Pennsylvania",1600000US4211736,1552,1580,1473
22129,"Mainville CDP, Pennsylvania",1600000US4246720,132,155,122
22130,"Waller CDP, Pennsylvania",1600000US4280656,48,56,105
22131,"Hershey CDP, Pennsylvania",1600000US4234144,14257,13082,14469
22132,"Penbrook borough, Pennsylvania",1600000US4258712,3008,3013,2983
22133,"Atwood borough, Pennsylvania",1600000US4203480,107,139,108
22134,"Elderton borough, Pennsylvania",1600000US4222832,356,394,342
22135,"Ford Cliff borough, Pennsylvania",1600000US4226520,371,460,435
22136,"Lenape Heights CDP, Pennsylvania",1600000US4242672,1167,1130,1145
22137,"Rural Valley borough, Pennsylvania",1600000US4266720,876,1029,866
22138,"Warren city, Pennsylvania",1600000US4281000,9710,9772,9478
22139,"Newry borough, Pennsylvania",1600000US4254024,270,217,317
22140,"Buckhorn CDP, Pennsylvania",1600000US4209792,318,315,404
22141,"Canton borough, Pennsylvania",1600000US4211160,1976,1964,1984
22142,"Monroe borough, Pennsylvania",1600000US4250432,554,692,658
22143,"Troy borough, Pennsylvania",1600000US4277584,1354,1740,1505
22144,"Addison borough, Pennsylvania",1600000US4200396,207,167,214
22145,"Kulpmont borough, Pennsylvania",1600000US4240584,2924,2926,2894
22146,"Baidland CDP, Pennsylvania",1600000US4203768,1563,2310,1637
22147,"Donora borough, Pennsylvania",1600000US4219536,4781,4937,4697
22148,"Marianna borough, Pennsylvania",1600000US4247400,494,468,510
22149,"West Middletown borough, Pennsylvania",1600000US4283504,139,124,113
22150,"Fredonia borough, Pennsylvania",1600000US4227688,502,519,526
22151,"Walterboro city, South Carolina",1600000US4574275,5398,5412,5312
22152,"North Augusta city, South Carolina",1600000US4550695,21348,20535,22037
22153,"Camden city, South Carolina",1600000US4510855,6838,6805,6982
22154,"Luray town, South Carolina",1600000US4543090,127,68,176
22155,"Cane Savannah CDP, South Carolina",1600000US4511350,1117,1400,805
22156,"East Gaffney CDP, South Carolina",1600000US4522075,3085,2784,3274
22157,"Hampton town, South Carolina",1600000US4531885,2808,2838,2726
22158,"Five Forks CDP, South Carolina",1600000US4525540,14140,13137,16398
22159,"Parker CDP, South Carolina",1600000US4554535,11431,10286,12571
22160,"Piedmont CDP, South Carolina",1600000US4556365,5103,5062,5648
22161,"Arial CDP, South Carolina",1600000US4502440,2543,2617,2155
22162,"Kingstree town, South Carolina",1600000US4538590,3328,3426,3233
22163,"Campobello town, South Carolina",1600000US4511125,502,545,525
22164,"Duncan town, South Carolina",1600000US4521265,3181,3099,3231
22165,"Greer city, South Carolina",1600000US4530985,25515,23908,27186
22166,"Inman city, South Carolina",1600000US4535755,2321,2186,2182
22167,"Roebuck CDP, South Carolina",1600000US4561720,2200,1633,2670
22168,"Landrum city, South Carolina",1600000US4540075,2376,2275,2642
22169,"Mayo CDP, South Carolina",1600000US4545430,1592,1506,1119
22170,"Reidville town, South Carolina",1600000US4559425,601,546,764
22171,"Elgin CDP, South Carolina",1600000US4523290,2607,2314,2781
22172,"Eastover town, South Carolina",1600000US4522390,813,630,765
22173,"East Sumter CDP, South Carolina",1600000US4522547,1343,1131,1315
22174,"Mayesville town, South Carolina",1600000US4545295,731,615,544
22175,"Whitmire town, South Carolina",1600000US4577380,1441,1567,1357
22176,"Westminster city, South Carolina",1600000US4576165,2418,2370,2435
22177,"Columbia city, South Carolina",1600000US4516000,129272,127605,131958
22178,"Tatum town, South Carolina",1600000US4571305,75,64,129
22179,"Pinewood town, South Carolina",1600000US4557085,538,405,686
22180,"Shiloh CDP, South Carolina",1600000US4565950,214,71,104
22181,"Blacksburg town, South Carolina",1600000US4506400,1848,2007,1975
22182,"Estill town, South Carolina",1600000US4523830,2040,2427,2244
22183,"Gifford town, South Carolina",1600000US4529005,288,289,363
22184,"Varnville town, South Carolina",1600000US4573600,2162,1839,2277
22185,"Bishopville city, South Carolina",1600000US4506310,3471,3555,3342
22186,"Mulberry CDP, South Carolina",1600000US4548737,529,330,424
22187,"Clio town, South Carolina",1600000US4515310,726,858,665
22188,"McColl town, South Carolina",1600000US4543630,2174,2612,2399
22189,"Scotia town, South Carolina",1600000US4564465,215,208,163
22190,"Mauldin city, South Carolina",1600000US4545115,22889,21686,24396
22191,"Simpsonville city, South Carolina",1600000US4566580,18238,17537,19706
22192,"Taylors CDP, South Carolina",1600000US4571395,21617,21635,22475
22193,"Welcome CDP, South Carolina",1600000US4575535,6668,6907,6390
22194,"Branchville town, South Carolina",1600000US4508245,1024,980,1255
22195,"Cowpens town, South Carolina",1600000US4517260,2162,1713,1702
22196,"Pacolet town, South Carolina",1600000US4553845,2235,1991,2453
22197,"Watts Mills CDP, South Carolina",1600000US4575220,1635,1743,1822
22198,"Walhalla city, South Carolina",1600000US4574095,4263,4196,4234
22199,"Stuckey town, South Carolina",1600000US4570045,245,475,262
22200,"Pleasantville borough (Venango County), Pennsylvania",1600000US4261512,892,984,866
22201,"Swartzville CDP, Pennsylvania",1600000US4275664,2283,2467,2038
22202,"Sweden Valley CDP, Pennsylvania",1600000US4275728,223,285,200
22203,"Table Rock CDP, Pennsylvania",1600000US4275968,62,32,56
22204,"Taylorstown CDP, Pennsylvania",1600000US4276232,217,97,151
22205,"Templeton CDP, Pennsylvania",1600000US4276336,325,374,310
22206,"Tharptown (Uniontown) CDP, Pennsylvania",1600000US4276432,498,408,495
22207,"The Hideout CDP, Pennsylvania",1600000US4276440,3013,2454,2662
22208,"Towamensing Trails CDP, Pennsylvania",1600000US4277163,2292,639,1889
22209,"Trevose CDP, Pennsylvania",1600000US4277456,3550,2868,3516
22210,"Trexlertown CDP, Pennsylvania",1600000US4277488,1988,1860,2251
22211,"Trucksville CDP, Pennsylvania",1600000US4277656,2152,2018,2108
22212,"Tyler Run CDP, Pennsylvania",1600000US4278115,1901,1530,1521
22213,"Tylersburg CDP, Pennsylvania",1600000US4278120,196,265,82
22214,"Union Deposit CDP, Pennsylvania",1600000US4278472,407,571,604
22215,"Unionville CDP, Pennsylvania",1600000US4278608,962,1050,1108
22216,"University of Pittsburgh Johnstown CDP, Pennsylvania",1600000US4278700,1572,1730,1523
22217,"Upper Exeter CDP, Pennsylvania",1600000US4279016,707,787,629
22218,"Toftrees CDP, Pennsylvania",1600000US4277016,2053,2183,2875
22219,"Van Voorhis CDP, Pennsylvania",1600000US4279872,166,420,151
22220,"Vicksburg CDP, Pennsylvania",1600000US4280144,261,226,420
22221,"Virginville CDP, Pennsylvania",1600000US4280336,309,281,264
22222,"Vowinckel CDP, Pennsylvania",1600000US4280384,139,107,151
22223,"Little Britain CDP, Pennsylvania",1600000US4243828,372,219,244
22224,"Longfellow CDP, Pennsylvania",1600000US4244528,215,189,216
22225,"Loyalhanna CDP, Pennsylvania",1600000US4245192,3428,3283,3551
22226,"Lumber City CDP, Pennsylvania",1600000US4245452,255,227,198
22227,"Lemont Furnace CDP, Pennsylvania",1600000US4242640,827,900,847
22228,"McConnellstown CDP, Pennsylvania",1600000US4246016,1194,1216,1233
22229,"McElhattan CDP, Pennsylvania",1600000US4246112,598,637,593
22230,"McKnightstown CDP, Pennsylvania",1600000US4246312,226,258,151
22231,"Maitland CDP, Pennsylvania",1600000US4246728,357,188,247
22232,"Mammoth CDP, Pennsylvania",1600000US4246800,525,577,472
22233,"Mapletown CDP, Pennsylvania",1600000US4247264,130,116,165
22234,"Marianne CDP, Pennsylvania",1600000US4247404,1167,1088,1227
22235,"Marienville CDP, Pennsylvania",1600000US4247416,3137,724,4308
22236,"Marion CDP, Pennsylvania",1600000US4247464,953,565,939
22237,"Bison town, South Dakota",1600000US4605620,333,284,317
22238,"Chelsea town, South Dakota",1600000US4611500,27,41,34
22239,"Seneca town, South Dakota",1600000US4658180,38,54,13
22240,"Bridgewater city, South Dakota",1600000US4607180,492,619,540
22241,"Montrose city, South Dakota",1600000US4643500,472,671,469
22242,"White River city, South Dakota",1600000US4671340,581,608,572
22243,"Elk Point city, South Dakota",1600000US4618620,1963,1945,2080
22244,"New Holland CDP, South Dakota",1600000US4644940,76,114,38
22245,"Mound City town, South Dakota",1600000US4644020,71,58,71
22246,"Volin town, South Dakota",1600000US4667780,161,188,220
22247,"Hot Springs city, South Dakota",1600000US4630220,3711,3797,3542
22248,"Colonial Pine Hills CDP, South Dakota",1600000US4613355,2493,2656,1906
22249,"Green Valley CDP, South Dakota",1600000US4626035,928,677,599
22250,"Hill City city, South Dakota",1600000US4629100,948,626,1422
22251,"Wall town, South Dakota",1600000US4668380,766,853,724
22252,"Wasta town, South Dakota",1600000US4669140,80,58,104
22253,"Sisseton city, South Dakota",1600000US4659260,2470,2485,2668
22254,"White Rock town, South Dakota",1600000US4671380,3,3,2
22255,"Franklin Park borough, Pennsylvania",1600000US4227552,13470,12985,14062
22256,"Middletown CDP, Pennsylvania",1600000US4249144,7441,7204,7380
22257,"Forty Fort borough, Pennsylvania",1600000US4226880,4214,4255,4170
22258,"Midway borough, Pennsylvania",1600000US4249240,913,882,886
22259,"Centerville borough (Crawford County), Pennsylvania",1600000US4212184,218,256,188
22260,"Ford City borough, Pennsylvania",1600000US4226512,2991,3050,2928
22261,"McSherrystown borough, Pennsylvania",1600000US4246376,3038,3010,3049
22262,"Geistown borough, Pennsylvania",1600000US4228720,2467,2442,2368
22263,"Penn Lake Park borough, Pennsylvania",1600000US4259054,308,339,291
22264,"Hop Bottom borough, Pennsylvania",1600000US4235624,337,366,295
22265,"Mohnton borough, Pennsylvania",1600000US4250272,3043,3050,3041
22266,"Crafton borough, Pennsylvania",1600000US4216848,5951,6031,5920
22267,"Sharon Hill borough, Pennsylvania",1600000US4269752,5697,5649,5693
22268,"Canonsburg borough, Pennsylvania",1600000US4211152,8992,8917,8944
22269,"Twilight borough, Pennsylvania",1600000US4278008,233,254,201
22270,"Lowry town, South Dakota",1600000US4639260,6,4,7
22271,"Fort Thompson CDP, South Dakota",1600000US4622340,1282,1428,1286
22272,"Tyndall city, South Dakota",1600000US4664860,1067,1225,1043
22273,"Highmore city, South Dakota",1600000US4628980,795,927,898
22274,"Okaton CDP, South Dakota",1600000US4646620,36,44,6
22275,"Lead city, South Dakota",1600000US4636220,3124,3107,3082
22276,"Lesterville town, South Dakota",1600000US4636540,127,133,122
22277,"Belvidere town, South Dakota",1600000US4604620,49,44,68
22278,"Canova town, South Dakota",1600000US4609420,105,114,88
22279,"Claremont town, South Dakota",1600000US4612100,127,106,139
22280,"Verdon town, South Dakota",1600000US4666660,5,3,4
22281,"Fulton town, South Dakota",1600000US4623220,91,154,78
22282,"Huron city, South Dakota",1600000US4631060,12592,12114,13159
22283,"Brandon city, South Dakota",1600000US4606840,8785,8233,9497
22284,"Dell Rapids city, South Dakota",1600000US4615980,3633,3516,3693
22285,"Columbia city, South Dakota",1600000US4613420,136,90,136
22286,"Aurora town, South Dakota",1600000US4602780,532,625,705
22287,"Brookings city, South Dakota",1600000US4607580,22056,21466,22974
22288,"Elkton city, South Dakota",1600000US4618700,736,745,728
22289,"Utica town, South Dakota",1600000US4665780,65,42,86
22290,"Olivet town, South Dakota",1600000US4646900,74,116,53
22291,"Tripp city, South Dakota",1600000US4664020,647,601,646
22292,"Gayville town, South Dakota",1600000US4623900,407,515,392
22293,"Central City city, South Dakota",1600000US4611140,134,71,170
22294,"Tabor town, South Dakota",1600000US4662820,423,420,405
22295,"Chamberlain city, South Dakota",1600000US4611220,2387,2342,2582
22296,"Pukwana town, South Dakota",1600000US4652220,285,212,235
22297,"Blackhawk CDP, South Dakota",1600000US4605780,2892,2628,2893
22298,"Hudson town, South Dakota",1600000US4630740,296,275,318
22299,"Wallace town, South Dakota",1600000US4668420,85,60,104
22300,"Canton city, South Dakota",1600000US4609500,3057,3086,3258
22301,"Harrisburg city, South Dakota",1600000US4627260,4089,3559,4942
22302,"Pine Ridge CDP, South Dakota",1600000US4649660,3308,4035,3562
22303,"Colome city, South Dakota",1600000US4613300,296,418,320
22304,"Langford town, South Dakota",1600000US4635820,313,506,395
22305,"Clear Lake city, South Dakota",1600000US4612540,1273,1385,1284
22306,"Dupree city, South Dakota",1600000US4617420,525,588,586
22307,"Pierpont town, South Dakota",1600000US4649540,135,120,125
22308,"Roslyn town, South Dakota",1600000US4656380,183,227,195
22309,"Waubay city, South Dakota",1600000US4669340,576,511,645
22310,"Campo Rico comunidad, Puerto Rico",1600000US7211710,3006,2539,2619
22311,"Quebrada comunidad, Puerto Rico",1600000US7266660,995,821,1012
22312,"Celada comunidad, Puerto Rico",1600000US7216440,4081,4805,4612
22313,"Sabana Eneas comunidad, Puerto Rico",1600000US7273372,1576,1783,1260
22314,"San Antonio comunidad (Aguadilla Municipio), Puerto Rico",1600000US7275608,1942,2059,1533
22315,"Florida zona urbana, Puerto Rico",1600000US7228824,4711,5335,4585
22316,"Hatillo zona urbana, Puerto Rico",1600000US7233296,4439,6873,4139
22317,"Lonetree CDP, Wyoming",1600000US5647370,49,15,0
22318,"Manville town, Wyoming",1600000US5650270,95,60,46
22319,"Van Tassell town, Wyoming",1600000US5679705,15,5,7
22320,"Alpine town, Wyoming",1600000US5601695,828,893,771
22321,"La Barge town, Wyoming",1600000US5643455,551,515,467
22322,"Star Valley Ranch town, Wyoming",1600000US5673180,1503,1636,1342
22323,"Veteran CDP, Wyoming",1600000US5680285,23,58,35
22324,"Ranchester town, Wyoming",1600000US5663755,855,647,911
22325,"Story CDP, Wyoming",1600000US5673615,828,819,954
22326,"Lingle town, Wyoming",1600000US5646790,468,638,649
22327,"Clearview Acres CDP, Wyoming",1600000US5615400,795,447,1038
22328,"Little America CDP, Wyoming",1600000US5646935,68,22,74
22329,"McKinnon CDP, Wyoming",1600000US5649400,60,0,0
22330,"Rock Springs city, Wyoming",1600000US5667235,23036,22017,23869
22331,"Afton town, Wyoming",1600000US5600245,1911,2311,1959
22332,"Cokeville town, Wyoming",1600000US5615905,535,832,508
22333,"Opal town, Wyoming",1600000US5657810,96,95,79
22334,"Yoder town, Wyoming",1600000US5686665,151,282,74
22335,"Glendo town, Wyoming",1600000US5632290,205,248,308
22336,"Marbleton town, Wyoming",1600000US5650415,1094,1422,1385
22337,"Arvada CDP, Wyoming",1600000US5603725,43,23,36
22338,"Sheridan city, Wyoming",1600000US5669845,17444,17007,17775
